Investor_ID,Investor_Name,Age,Gender,City,PAN_Number,Investment_Type,Amount_Invested,Returns_%,Investment_Date,Financial_Advisor
B2111,Nishith Babu,49,Male,Chinsurah,NWV6867Z,Bonds,260931,18.25,20-09-2021,Reyansh Garg
B2112,Jiya Gulati,69,Female,Jorhat,PZA4056F,Bonds,205071.04,-11.23,18-06-2022,Dishani Kari
B2113,Damini Bose,42,Male,Bokaro,MXQ4927V,Real Estate,685360.11,15.9,15-12-2024,Amani Chaudhari
B2114,Neelofar Bath,60,Female,Panchkula,KGO4633Q,Bonds,826629.67,-1.84,22-01-2017,Anika Malhotra
B2115,Aaina Salvi,38,Female,Alappuzha,ZUS5864P,Crypto,350990.01,22.33,08-03-2023,Yuvaan Sachdev
B2116,Romil Krish,23,Female,Indore,LUO4175P,Crypto,795116.72,-8.3,19-06-2021,Saanvi Edwin
B2117,Raunak Dubey,27,Female,Dindigul,ZJY9772G,Stocks,238501.03,-10.82,14-03-2021,Rati Rama
B2118,Divit Bajwa,36,Female,Aurangabad,JGI5018V,Bonds,829895.04,-3.27,16-01-2021,Nirvaan Kannan
B2119,Yasmin Keer,65,Female,Jaipur,SIV7194I,Stocks,462348.88,20.18,21-01-2023,Shayak Karnik
B2120,Umang Bhasin,58,Male,Guwahati,CEK5267R,Crypto,362300.34,5.61,02-04-2022,Tejas Das
B2121,Vanya Vora,59,Female,Sambhal,ZNT1847K,Fixed Deposit,904062.43,8.27,23-03-2018,Anahita Shroff
B2122,Ranbir Loyal,23,Male,Nellore,EYE5505I,Crypto,104994.27,11.53,28-04-2017,Indrans Gopal
B2123,Kiaan Gandhi,70,Male,Thiruvananthapuram,RNQ2359N,Mutual Funds,541896.38,-0.74,17-10-2020,Samar Chaudry
B2124,Prisha Dara,65,Male,Vijayanagaram,QFC3355R,Real Estate,140698.98,-12.14,04-12-2017,Kaira Golla
B2125,Sahil Saran,39,Female,Shimoga,KFN1379X,Stocks,80327.29,24.37,17-12-2020,Ehsaan Raval
B2126,Kiaan Kumar,58,Female,Nanded,HDV2694J,Stocks,32688.58,-14.64,28-02-2024,Ivana Balay
B2127,Indrajit Agarwal,24,Male,Dhanbad,FML2817I,Bonds,170280.14,-14.37,18-03-2023,Baiju Zacharia
B2128,Pranay Kapoor,70,Female,Khora ,OKG8522G,Real Estate,602232.81,-0.5,12-04-2020,Reyansh Lad
B2129,Ryan Rao,70,Male,Kishanganj,ULF3010O,Bonds,421553.47,-4.03,20-09-2023,Aniruddh Gill
B2130,Anika Mann,33,Male,New Delhi,SMG2754L,Bonds,884625.79,7.3,18-06-2017,Faiyaz Bandi
B2131,Vaibhav Kamdar,52,Female,Muzaffarpur,JLW3323E,Real Estate,688929.85,4.6,18-01-2018,Jiya Hegde
B2132,Sumer Khanna,55,Female,Nagpur,OAN5627V,Crypto,744873.39,-10.74,12-02-2017,Diya Rao
B2133,Prerak Warrior,63,Male,Dindigul,FAF5292F,Bonds,474979.69,-6.26,15-04-2020,Indrans Balay
B2134,Miraan Kothari,50,Male,Muzaffarnagar,ZVD3959Y,Bonds,384338.91,16.43,11-04-2021,Ishita Karnik
B2135,Yashvi Dayal,39,Male,Raichur,OGQ2520V,Bonds,612037.28,21.2,01-08-2023,Sumer Bansal
B2136,Yakshit Tara,33,Female,Unnao,DDI2267K,Mutual Funds,861994.6,7.59,21-11-2019,Ela Bandi
B2137,Ayesha Magar,59,Female,Tirunelveli,IWI9097S,Stocks,167530.14,-12.31,06-08-2024,Pihu Chowdhury
B2138,Siya Yogi,49,Male,Bhimavaram,HCD6921E,Stocks,751583.44,17.54,11-02-2024,Nayantara Dhawan
B2139,Samarth Kota,62,Male,Aligarh,DJQ4407P,Bonds,535577.07,9.12,20-06-2023,Devansh Hari
B2140,Kabir Rau,53,Male,Tadepalligudem,KGW7402J,Fixed Deposit,128138.32,28.43,20-11-2023,Biju Barman
B2141,Mahika Vohra,27,Female,Ratlam,BSH2649C,Mutual Funds,787306.61,-11.14,23-08-2022,Vardaniya Dey
B2142,Fateh Bains,52,Male,Chittoor,OLK9045G,Real Estate,271033.94,-5.72,16-06-2021,Nishith Rau
B2143,Jhanvi Bhakta,44,Male,Guwahati,WJC1359D,Crypto,843725.39,-11.21,11-10-2022,Nakul Lad
B2144,Sana Vala,48,Female,Secunderabad,CZJ7778E,Crypto,744455.31,-10.86,01-06-2022,Darshit Hari
B2145,Bhavin Dass,43,Female,Ichalkaranji,NNI2205A,Real Estate,822966.18,-12.08,21-06-2022,Yuvaan Lanka
B2146,Kartik Sodhi,42,Female,Ongole,RZQ8971O,Real Estate,76212.03,-4.7,21-12-2020,Kanav Bawa
B2147,Lakshit Varghese,64,Female,Bhopal,SED2250Z,Bonds,393228.38,6.66,19-03-2023,Anvi Ranganathan
B2148,Tiya Mandal,28,Male,Satara,TCS4445F,Bonds,170580.34,3.56,04-08-2018,Ishaan Comar
B2149,Nirvaan Taneja,32,Male,Ongole,QTT7879P,Stocks,571814.2,13.41,12-09-2021,Mannat Raval
B2150,Anahi Chana,43,Male,Imphal,KXZ7148F,Stocks,803443.86,27.54,18-02-2021,Arnav Sandhu
B2151,Fateh Sanghvi,48,Female,Bhagalpur,QSH6137S,Real Estate,210993.82,-14.33,12-10-2020,Biju Dar
B2152,Aayush Bhalla,66,Female,Chittoor,RZM8387C,Fixed Deposit,127330.29,20.93,11-12-2019,Krish Dara
B2153,Indrans Sampath,53,Female,South Dumdum,RRR3639V,Real Estate,491979.4,-11.51,28-12-2019,Khushi Vohra
B2154,Manjari Hayre,40,Male,Barasat,FYM3945X,Real Estate,506076.34,5.52,26-03-2022,Manjari Handa
B2155,Hansh Tailor,64,Female,Kirari Suleman Nagar,MKL5894Q,Bonds,373223.56,-12.96,22-08-2017,Samarth Ghosh
B2156,Stuvan Babu,47,Male,Indore,VKI1166C,Fixed Deposit,561608.25,15.21,13-02-2019,Krish Rama
B2157,Abram Mall,70,Male,Ujjain,UHF3927W,Real Estate,374888.66,13.39,28-02-2022,Dhanush Chaudhary
B2158,Advik Srinivasan,57,Male,Satara,RRY1515M,Crypto,842826.18,-0.6,21-10-2018,Lavanya Bains
B2159,Uthkarsh Gour,24,Male,Kanpur,CAD2920B,Real Estate,843020.26,-1.45,10-02-2019,Nitara Bava
B2160,Madhup Shanker,51,Female,Tadepalligudem,MQV6616D,Stocks,908337.06,-0.12,10-08-2022,Heer Sridhar
B2161,Miraya Kothari,27,Female,Mysore,WTF6681G,Crypto,465899.53,5.44,05-06-2021,Madhup Taneja
B2162,Romil Sandhu,42,Male,Raiganj,QEA8928S,Mutual Funds,755611.49,-12.62,02-04-2017,Yashvi Randhawa
B2163,Indrajit Bawa,38,Male,Durgapur,ZLM9953O,Bonds,892015.49,13.9,21-08-2019,Adah Doctor
B2164,Divyansh Sane,42,Female,Bhiwandi,ACW1082S,Fixed Deposit,389333.07,14.33,09-10-2023,Rasha Gala
B2165,Shlok Banerjee,29,Male,Nanded,JOZ3595F,Real Estate,703421.95,-14.9,01-04-2024,Saira Wable
B2166,Siya Agate,47,Female,Bikaner,BAF9548X,Real Estate,930562.94,23.87,02-05-2019,Seher Karan
B2167,Tejas Soni,54,Male,Hindupur,WGX5169U,Crypto,93271.54,21.99,12-12-2020,Farhan Roy
B2168,Taran Barad,22,Male,Parbhani,BTG2992D,Mutual Funds,517023.54,14.54,24-03-2020,Dhruv Banerjee
B2169,Shayak Thaker,64,Male,Surendranagar Dudhrej,ZVF4159M,Mutual Funds,399779.23,-4,24-03-2018,Aarav Basu
B2170,Taimur Bal,56,Female,Guwahati,POJ1484C,Stocks,368053.8,21.39,01-05-2021,Amira Bali
B2171,Azad Gera,51,Male,Junagadh,WHG9781S,Real Estate,310164.73,-11.76,07-10-2019,Bhavin Bava
B2172,Piya Roy,48,Female,New Delhi,PGQ1377U,Crypto,294070.33,27.39,10-04-2023,Stuvan Comar
B2173,Nayantara Hayre,25,Male,Dindigul,ECK9486M,Crypto,765436.39,-6.94,09-10-2017,Rhea Brar
B2174,Uthkarsh Bhat,34,Male,Salem,BTT9384T,Real Estate,262188.36,18.44,26-03-2018,Anvi Ramakrishnan
B2175,Jayan Kara,55,Male,Lucknow,CTT3496M,Real Estate,659466.82,-14.45,02-09-2018,Himmat Varty
B2176,Shanaya Yogi,45,Female,Jamshedpur,GKH4543V,Crypto,446565.52,-13.5,27-12-2022,Aarna Sandal
B2177,Emir Reddy,61,Male,Karimnagar,UOU6978R,Bonds,437170.33,-6.69,16-06-2019,Kaira Sachdeva
B2178,Jayan Bahl,70,Female,Vadodara,BWW2880B,Mutual Funds,979899.6,-12.56,19-10-2022,Akarsh Vaidya
B2179,Prerak Sarin,53,Male,Chinsurah,LIR4554I,Bonds,688009.23,28.15,01-12-2017,Elakshi Chaudhari
B2180,Amira Goda,62,Male,Sonipat,SAB1483I,Fixed Deposit,608612.57,4.43,20-08-2021,Aarav Mallick
B2181,Azad Brar,50,Female,Thanjavur,LVJ6366Z,Stocks,196678.87,0.09,05-02-2021,Vanya Chawla
B2182,Jhanvi Hans,70,Male,South Dumdum,HQU3270P,Crypto,232472.53,14.12,11-03-2020,Khushi Khanna
B2183,Amira Srinivas,25,Male,Chennai,UOW4600W,Fixed Deposit,422663.94,27.41,01-07-2021,Zeeshan Bumb
B2184,Tarini Roy,35,Male,Bokaro,MMV2367Y,Fixed Deposit,18450.78,25.95,20-09-2018,Anika Upadhyay
B2185,Miraya Kalita,39,Female,Indore,GXD3073S,Real Estate,650751,-14.15,07-02-2018,Urvi Krishnamurthy
B2186,Tara Sha,57,Male,Madhyamgram,FCW5384R,Bonds,383159.53,-0.31,24-12-2021,Anika Kant
B2187,Ira Bedi,30,Female,Bilaspur,MJV5483J,Real Estate,459079.19,22.39,26-05-2020,Vivaan Khatri
B2188,Zoya Sarin,40,Female,Srikakulam,PEO8890N,Bonds,138181.01,-7.43,03-08-2022,Aayush Sunder
B2189,Seher Barad,50,Female,Burhanpur,YYG4264F,Bonds,177253.87,18.34,20-04-2020,Raghav Sagar
B2190,Myra Kibe,66,Male,Korba,RBU2506A,Mutual Funds,143342.74,-10.69,06-12-2023,Nitara Madan
B2191,Mamooty Saini,53,Male,Lucknow,UKM6710P,Mutual Funds,883243.56,20.47,18-07-2024,Tejas Raj
B2192,Amira Soman,29,Female,Motihari,ANM5822F,Real Estate,126296.43,-13.77,06-02-2023,Dishani Chaudry
B2193,Tushar Chand,23,Female,Sirsa,EVR8652I,Mutual Funds,302562.54,3.4,10-04-2024,Yasmin Toor
B2194,Dhanush Sarkar,62,Male,Junagadh,WUS9123B,Bonds,155389.47,-13.35,25-02-2019,Hazel Sachdev
B2195,Abram Krishnamurthy,60,Female,Kota,EPE8144Q,Fixed Deposit,224277.72,-0.82,01-03-2018,Aaryahi Seth
B2196,Miraya Sabharwal,37,Male,Gwalior,GOR9399C,Mutual Funds,416826.3,-3.48,03-10-2019,Vritika Lad
B2197,Ritvik Rajagopalan,67,Female,Ghaziabad,UPX7552B,Bonds,146070.98,18.23,03-09-2020,Akarsh Chada
B2198,Vardaniya Samra,32,Female,Pune,GYD4163V,Real Estate,830461.16,10.49,03-01-2020,Inaaya  Sankaran
B2199,Riaan Tara,41,Female,Kollam,OHN5097B,Crypto,350087.44,-14.14,28-10-2021,Lagan Rattan
B2200,Hunar Varty,57,Female,Proddatur,HXO3833Z,Real Estate,658000.57,29.24,02-09-2021,Dharmajan Raja
B2201,Shamik Sachar,22,Male,Mathura,PZK4242A,Stocks,698472.08,3.08,17-10-2019,Nirvaan Ramesh
B2202,Raghav Dixit,57,Male,Madurai,FIP5605K,Fixed Deposit,273889.5,25.18,18-09-2017,Aaina Issac
B2203,Aarna Sarin,48,Female,Jodhpur,YAS7436U,Crypto,159792.52,-5.74,13-10-2018,Badal Ahluwalia
B2204,Anika Yohannan,27,Female,Madhyamgram,AVK2685D,Bonds,682386.02,18.31,26-05-2023,Manjari Shan
B2205,Anay Babu,36,Female,Dhanbad,TQG6105I,Fixed Deposit,851648.85,-8.67,07-03-2022,Manikya Bali
B2206,Reyansh Bawa,29,Female,Malegaon,NOJ3714I,Fixed Deposit,639869.9,-8.89,04-10-2018,Inaaya  Bora
B2207,Zoya Varughese,51,Male,Jorhat,YTA4372S,Stocks,955410.18,-8.85,05-09-2017,Jhanvi Tella
B2208,Adah Salvi,29,Male,Rajahmundry,FIX8992K,Real Estate,538462.93,-13.32,07-11-2018,Eshani Thakkar
B2209,Ishita Tripathi,63,Male,Bhagalpur,UDG8101E,Fixed Deposit,498062.39,29.6,13-06-2020,Ryan Ratti
B2210,Jiya Venkataraman,31,Female,Jamalpur,OGG8309G,Stocks,986465.39,-4.56,15-02-2020,Nakul Thaman
B2211,Zain Aggarwal,53,Female,Siliguri,NWN7942L,Real Estate,950867.3,28.98,25-04-2019,Yashvi Bhatnagar
B2212,Aarna Venkatesh,67,Female,Jamalpur,ZSM5451P,Crypto,621522.26,-9.13,13-11-2023,Himmat Yadav
B2213,Saanvi Barman,40,Female,Avadi,VJQ6222M,Mutual Funds,742506.24,14.92,10-01-2024,Kimaya Sanghvi
B2214,Mehul Badal,54,Female,Chinsurah,VZL2762Q,Mutual Funds,931002.1,-12.88,03-08-2018,Neelofar Bera
B2215,Taran Vyas,67,Male,Jamshedpur,HWS7275Q,Real Estate,156043.72,2,07-11-2017,Rhea Mani
B2216,Fateh Chakraborty,39,Female,North Dumdum,XCE8033O,Stocks,247701.06,14.48,04-10-2018,Darshit Chadha
B2217,Madhup Lad,48,Male,Nagpur,WKK4272K,Real Estate,318023.55,-10.7,02-05-2024,Ela Tailor
B2218,Yuvaan Shanker,52,Male,Baranagar,JNX6782P,Real Estate,822454.01,14.85,04-01-2022,Kartik Bhardwaj
B2219,Pihu Grover,52,Female,Parbhani,PQO7126H,Fixed Deposit,93789.04,12.63,07-12-2020,Drishya Gulati
B2220,Damini Raval,37,Male,Faridabad,XJZ2052H,Real Estate,604777.28,-12.91,25-01-2019,Devansh Ravel
B2221,Kabir Tella,51,Female,Bhind,DQA8363Z,Real Estate,685871.3,-11.6,26-05-2020,Nehmat Bora
B2222,Myra Rajan,57,Male,Bidhannagar,UUF3740E,Stocks,271033.02,19.12,12-10-2021,Myra Chahal
B2223,Zain Atwal,31,Female,Tinsukia,SCZ1553L,Real Estate,209003.06,-3.48,16-01-2023,Nishith Bahri
B2224,Raunak Kannan,46,Male,Raebareli,UFD9378G,Mutual Funds,345447.12,-1.2,17-05-2018,Nishith Shere
B2225,Nishith Comar,34,Female,Erode,APP5146T,Mutual Funds,247027.72,-4.94,12-07-2024,Taran Raju
B2226,Navya Dhaliwal,60,Male,Pali,OZD7714V,Bonds,142638.12,-10.45,16-12-2017,Neysa Sha
B2227,Inaaya  Shetty,54,Female,Ramgarh,XMC5808R,Mutual Funds,966036.82,-4.75,25-06-2024,Indrajit Rana
B2228,Advika Rao,69,Female,Bharatpur,MSU9691Y,Mutual Funds,989430.66,-7.16,23-06-2019,Ela Ben
B2229,Kimaya Bhatti,30,Female,Nangloi Jat,MPP6771U,Mutual Funds,947762.35,-6.83,08-03-2024,Nishith Uppal
B2230,Renee Chowdhury,26,Female,Raipur,ILP7525X,Real Estate,974367.23,2.05,25-07-2018,Mohanlal Kari
B2231,Mehul Dhillon,39,Male,Morbi,XEO1490S,Bonds,194792.4,28.78,13-02-2020,Divij Bedi
B2232,Indrans Sunder,48,Male,Khammam,JIN2878H,Bonds,371976.97,20.85,22-04-2017,Abram Bose
B2233,Dhruv Shenoy,43,Male,Guna,YKZ3947L,Bonds,67027.16,-7.88,17-11-2024,Yakshit Rau
B2234,Jayant Reddy,54,Male,Etawah,MFY6286U,Crypto,536312.46,17.98,21-02-2018,Adah Kanda
B2235,Hrishita Gaba,39,Male,Raichur,NDE8035Q,Fixed Deposit,232663.72,-3.56,25-06-2017,Abram Loyal
B2236,Onkar De,22,Male,Shimla,ZRE4046O,Crypto,268134.63,22.46,07-01-2024,Parinaaz Tata
B2237,Kimaya Sule,40,Male,Mau,FSQ6861J,Crypto,210283.81,3.53,02-04-2023,Aarna Venkatesh
B2238,Mannat Madan,68,Male,Ludhiana,SCC5019F,Crypto,817084.16,-2.25,28-07-2023,Shlok Comar
B2239,Zara Goswami,41,Male,Pune,KUK2190E,Bonds,810827.64,-9.32,01-01-2024,Tushar Cheema
B2240,Miraya Borah,59,Female,Buxar,JSD4525T,Stocks,248476.77,-1.31,20-10-2022,Anya Gokhale
B2241,Veer Kumer,59,Male,Tenali,QQH7089B,Real Estate,87898.72,7.53,20-07-2021,Jiya Dube
B2242,Madhup Bhatt,64,Male,Durgapur,QMH7094F,Mutual Funds,836109.29,-1.57,22-07-2023,Jiya Gala
B2243,Tushar Rastogi,53,Male,Mathura,QPQ3376G,Stocks,849856.09,21.19,05-12-2020,Hiran Sarma
B2244,Ela Kota,31,Female,Kolhapur,VWU6151X,Bonds,533711.98,12.42,23-04-2020,Farhan Manda
B2245,Hunar Chahal,50,Female,Karimnagar,ZMX3003J,Stocks,411611.11,4.27,01-01-2024,Uthkarsh Bala
B2246,Nitya Grover,56,Female,Gwalior,EEH1157L,Fixed Deposit,380123.43,-14.78,24-02-2024,Samiha Dyal
B2247,Ehsaan Kota,52,Male,Shimoga,MPV6219H,Bonds,721580.29,-3.13,27-09-2022,Nakul Lalla
B2248,Damini Kannan,44,Female,Bilaspur,SYP1178V,Stocks,376096.98,8.04,19-01-2017,Anya Rau
B2249,Diya Kalita,43,Male,Raichur,SEI6388J,Crypto,472235.44,4.32,09-02-2024,Trisha Raj
B2250,Sumer Desai,57,Male,Howrah,RIL4502K,Fixed Deposit,730486.56,-2.96,14-09-2017,Saira Kale
B2251,Inaaya  Issac,70,Male,Bulandshahr,DEB8624J,Crypto,916976.23,18.54,06-04-2020,Shalv Samra
B2252,Gatik Char,56,Male,Jamnagar,HEA6268O,Stocks,568078.33,17.84,07-05-2020,Jivika Date
B2253,Shanaya Deo,46,Female,Haridwar,IQG4811R,Mutual Funds,275877.36,11.25,11-07-2017,Ranbir Dugar
B2254,Rhea Bahri,51,Male,Bhiwani,IDJ2085S,Stocks,337516.92,1.05,10-05-2024,Suhana Ravel
B2255,Zoya Bhasin,42,Female,Arrah,LIW7317A,Crypto,458996.1,4.68,21-10-2020,Jivin Bains
B2256,Piya Sekhon,34,Male,Surendranagar Dudhrej,NQE5646P,Mutual Funds,590958.25,5.42,15-04-2019,Vanya Dhar
B2257,Amira Sandal,66,Female,Tezpur,NGX4476E,Real Estate,895965.35,15.15,24-10-2022,Aradhya Swamy
B2258,Yashvi Dada,37,Female,Sambhal,MBI9638U,Bonds,799512.76,13.13,16-10-2017,Alisha Kanda
B2259,Ranbir Halder,58,Female,Surendranagar Dudhrej,QCZ4562S,Mutual Funds,275568.65,24.01,17-03-2019,Ela Desai
B2260,Ishaan Raj,46,Male,Singrauli,QQJ2686I,Bonds,774367.8,-4.09,27-09-2022,Hiran Saini
B2261,Elakshi Kari,36,Female,Anantapur,QQA5555I,Real Estate,902472.9,14.78,12-11-2019,Hazel Dugar
B2262,Aniruddh Halder,48,Male,Vijayanagaram,LPC2225O,Mutual Funds,639370.55,9.76,09-12-2022,Vidur Gill
B2263,Mannat Venkataraman,24,Male,Jamshedpur,HDS7909T,Bonds,947519.55,13.13,28-06-2022,Vanya Kurian
B2264,Rasha Halder,42,Female,Jaipur,GQS8130C,Bonds,366887.68,-7.02,20-04-2018,Mohanlal Barman
B2265,Onkar Lal,69,Male,Loni,RWA6206F,Real Estate,247529.87,6.24,14-10-2018,Charvi Bala
B2266,Kimaya Venkatesh,52,Male,Visakhapatnam,SST6244G,Mutual Funds,377011.64,-4.56,10-04-2017,Vivaan Krishna
B2267,Renee Ganguly,67,Male,Kavali,SKV4246V,Bonds,477466.26,3.21,14-04-2019,Baiju Hayre
B2268,Biju Mangat,46,Male,Parbhani,LLR4229G,Crypto,858673.89,19.85,18-09-2024,Urvi Bhandari
B2269,Himmat Srinivasan,46,Male,Raurkela Industrial Township,QOL1813M,Stocks,399097.19,0.06,23-09-2020,Eva Bobal
B2270,Ehsaan Chatterjee,64,Female,Madhyamgram,ULA9092X,Bonds,931881.37,-7.01,13-04-2024,Amani Sankaran
B2271,Indrans Sood,63,Male,Coimbatore,RON9169L,Stocks,598700.76,2.26,08-03-2020,Anaya Mannan
B2272,Jayan Subramaniam,31,Male,Rourkela,EMN1766R,Crypto,507761.86,28.19,09-01-2017,Neysa Karpe
B2273,Charvi Sodhi,53,Male,Kumbakonam,NXB5496J,Stocks,962652.38,1.69,09-07-2020,Fateh Shukla
B2274,Lakshay Dewan,24,Male,North Dumdum,AZY7901I,Crypto,72946.32,-0.04,17-06-2024,Himmat Singhal
B2275,Indrajit Boase,30,Female,Aligarh,MAX2953V,Fixed Deposit,216535.52,23.12,14-07-2021,Aaryahi Bava
B2276,Amani Walia,54,Male,Chennai,NGA3033U,Fixed Deposit,287553.63,-2.96,14-09-2021,Devansh Swaminathan
B2277,Anika Sodhi,59,Female,Bareilly,JIK8418X,Bonds,88287.87,19.38,09-12-2024,Tara Kapur
B2278,Ivan Borde,43,Female,Anand,TWC3803X,Mutual Funds,349824.97,2.55,08-07-2018,Rhea Mandal
B2279,Mamooty Samra,28,Female,Kanpur,JCC6355Y,Crypto,376239.7,-7.9,05-02-2024,Rasha Vyas
B2280,Arnav Bawa,50,Male,Bidhannagar,DOQ7272P,Real Estate,540131.56,20.44,08-07-2017,Rhea Mani
B2281,Diya Cherian,28,Male,Amritsar,NUV4873F,Real Estate,909176.14,24.26,11-08-2018,Rania Dada
B2282,Zoya Kapadia,55,Male,Kozhikode,MDP1348K,Bonds,576959.66,7.99,19-03-2022,Ayesha Yadav
B2283,Tejas Kanda,51,Female,Jorhat,QXU5670H,Bonds,926040.1,12.88,13-08-2024,Hridaan Chakraborty
B2284,Shaan Manne,22,Female,Kottayam,HIK1292R,Stocks,937478.03,3.75,09-02-2017,Alisha Divan
B2285,Drishya Comar,68,Male,Raichur,ZBC1076O,Bonds,917894.38,-1.49,10-09-2022,Indrans Jain
B2286,Kismat Sant,31,Female,Madhyamgram,SZY8565N,Crypto,313286,-3,04-09-2017,Hunar Mandal
B2287,Ishaan Bhardwaj,48,Female,Bhilwara,OBP5659I,Fixed Deposit,96662.98,20.22,25-12-2018,Ivana Bumb
B2288,Vedika Buch,63,Female,Jalandhar,JNH3147S,Stocks,348273.58,1.63,26-05-2021,Dhruv Dutt
B2289,Anay Ghose,31,Female,Karimnagar,FDC7599R,Stocks,762813.64,-3.79,15-06-2018,Gatik Vora
B2290,Anahi Kapur,26,Female,Bathinda,NYN1606A,Stocks,599985.1,23.2,04-09-2019,Renee Chahal
B2291,Aaina Dewan,52,Female,Kota,LGV9740Y,Mutual Funds,329865.54,16.41,07-12-2021,Purab Hari
B2292,Vivaan Sharaf,38,Female,Kolhapur,GJC9642X,Bonds,940551.87,-7.83,03-02-2023,Parinaaz Vala
B2293,Yashvi Bose,43,Female,Mahbubnagar,YXM1640G,Crypto,579959.41,24.52,13-09-2023,Ishaan Ganguly
B2294,Rohan Korpal,61,Male,Ulhasnagar,PHH6527J,Stocks,403104.14,19.99,10-02-2018,Dhanuk Malhotra
B2295,Shamik Dhillon,66,Male,Tenali,SYH1266Q,Real Estate,845797.1,27.7,28-01-2023,Arnav Singhal
B2296,Siya Sibal,47,Female,Kadapa,OYD2137T,Crypto,189906.62,26.57,03-07-2020,Jiya Lalla
B2297,Anaya Chaudhary,63,Female,Dhule,DCR8698S,Mutual Funds,854914.08,2.72,20-09-2018,Neelofar Bahl
B2298,Tejas Sengupta,27,Female,Sagar,RAG2558A,Fixed Deposit,247133.83,17.39,24-07-2019,Dhanuk Dixit
B2299,Akarsh Balasubramanian,43,Female,Ajmer,ESM7800O,Bonds,458668.33,15.01,11-06-2017,Kaira Raman
B2300,Kashvi Sibal,65,Female,Madanapalle,PSQ5931A,Bonds,981029.03,0.21,21-12-2022,Kimaya Agrawal
B2301,Bhamini Kant,56,Female,New Delhi,PZT5500J,Crypto,145341.78,10.25,12-07-2021,Aradhya Sehgal
B2302,Anay Gokhale,46,Male,Silchar,AKH6196F,Bonds,374263.3,16.44,24-03-2021,Advik Bhalla
B2303,Saksham Swamy,42,Male,Agra,XRC6665J,Bonds,720230.42,16.49,08-09-2023,Raunak Lata
B2304,Uthkarsh Vala,62,Female,Orai,ZQN7559G,Stocks,987426.14,3.35,25-09-2023,Miraya Brar
B2305,Indrajit Sodhi,67,Male,Raiganj,CSW2306O,Mutual Funds,273038.14,19.29,16-04-2021,Darshit Dhar
B2306,Neelofar Kata,70,Male,Amroha,KVF6131K,Bonds,390957.9,24.63,09-02-2024,Vidur Kunda
B2307,Krish Ghosh,53,Female,Hospet,GKK9090P,Mutual Funds,933793.93,10.95,10-04-2017,Jiya Sheth
B2308,Mahika Sinha,56,Male,Thrissur,VUR1771L,Crypto,293056.07,24.97,22-11-2021,Veer Dhillon
B2309,Shaan Borde,24,Female,Bhimavaram,BWW7444O,Stocks,997719.29,18.66,11-05-2022,Hunar Gour
B2310,Divyansh Bhat,61,Male,Ichalkaranji,EEC5889O,Crypto,954120.37,-8.07,14-11-2022,Yakshit Chaudhry
B2311,Stuvan Dash,26,Male,Pimpri-Chinchwad,VDK8447J,Crypto,654158.5,-5.89,01-01-2023,Jayesh Sahota
B2312,Hrishita Bhatnagar,37,Female,Kanpur,WKA9082W,Stocks,587686,25.99,28-01-2020,Pranay Chada
B2313,Alia Verma,62,Male,Shivpuri,ZJS2989E,Real Estate,255334.25,18.97,20-02-2018,Pari Deo
B2314,Nishith Rattan,65,Female,Kota,JPT7126O,Bonds,898288.02,2.47,05-11-2023,Kiara Ghosh
B2315,Rasha Soni,40,Male,Raipur,DNR2683C,Bonds,941549.05,26.57,25-08-2019,Vritika Kaur
B2316,Nirvaan Sawhney,36,Male,Mango,JVQ1479M,Stocks,818412.24,-8.22,17-04-2019,Gatik Sachar
B2317,Myra Mallick,69,Male,Ozhukarai,GRH4670P,Real Estate,307987.45,-10.35,16-10-2023,Riaan Koshy
B2318,Kimaya Behl,27,Female,Tirupati,END1783G,Bonds,323567.54,6.37,05-11-2021,Suhana Ramanathan
B2319,Nehmat Grover,49,Female,Morbi,HEV1170Z,Bonds,315856.81,-7.95,28-11-2018,Piya Sachar
B2320,Charvi Saran,28,Male,Darbhanga,TER3273U,Bonds,721210.38,5.59,28-12-2024,Alia Bhatnagar
B2321,Baiju Luthra,70,Male,Hazaribagh,MBF2722M,Crypto,65278.17,14.02,26-07-2020,Lagan Kothari
B2322,Vidur Chatterjee,62,Female,Kadapa,INN6289Q,Mutual Funds,570905.53,27.03,12-09-2020,Damini Sandal
B2323,Indrajit Kumar,67,Female,Vijayawada,CIZ8138M,Crypto,227810.61,27.79,11-10-2017,Anahita Rao
B2324,Emir Bali,28,Male,Kulti,FFB4708M,Mutual Funds,772616.69,18.52,26-01-2024,Onkar Dayal
B2325,Raunak Varghese,50,Male,Bidar,HCY3788U,Real Estate,233745.42,9.62,01-05-2020,Divij Anne
B2326,Zara Saini,32,Female,Mysore,AEZ2442P,Bonds,961440.05,-4.89,22-07-2018,Miraan Sarkar
B2327,Madhav Bhasin,66,Female,Jhansi,ODA4131H,Real Estate,683862.92,-2.78,18-01-2022,Krish Tank
B2328,Nirvaan Bhardwaj,41,Male,Guntur,KYE7043S,Bonds,27891.25,27.31,07-02-2018,Jivin Goswami
B2329,Ishita Krishnamurthy,23,Female,Bareilly,SBN9807X,Fixed Deposit,538816.33,-2.1,26-12-2023,Rati Andra
B2330,Veer Agate,24,Male,Dehradun,RJQ1080X,Stocks,689395.86,9.68,08-01-2021,Parinaaz Bora
